idelem,descripcion,accesoAsociado,intensidad,ocupacion,carga,nivelServicio,intensidadSat,error,subarea,st_x,st_y,velocidad
7011,(MICRO) Pl. Colón  (Delante Gr. 6) - (MICRO) Pl. Colón  (Delante Gr. 6),,620,11,37,1,1500,N,0101,"441437,116590312","4475217,1832378",
7030,(MICRO) Pl. Colón  (Delante G. 7) - (MICRO) Pl. Colón  (Delante G. 7),,780,13,44,1,1500,N,0101,"441411,753621468","4475130,01019905",
7032,(MICRO) Pl. Colón (giro izq. a Genova) (Antes Gr. 10) - (MICRO) Pl. Colón (giro izq. a Genova) (Antes Gr. 10),,460,14,36,1,1350,N,0101,"441463,721234465","4475183,75601971",
3891,Av. Ciudad Barcelona E-O - Gutenberg-Julian Gayarre,0223004,200,1,12,0,1750,N,0101,"442135,879561218","4472901,49980366",
3892,Av. Ciudad Barcelona O-E - Antonio Nebrija-Comercio,0224003,380,2,24,0,1480,N,0101,"442131,528085776","4472893,18541482",
3893,Av. Menendez Pelayo N-S - Granada-Av. Ciudad Barcelona),0224002,380,2,29,1,1130,N,0101,"442264,660724713","4472944,67233849",
3894,Av. Ciudad Barcelona O-E - Juan Urbieta-Comercio,0224004,280,1,13,0,2080,N,0101,"442295,403815277","4472816,9989673",
5072,Dr. Esquerdo N-S - Valderribas-Av. Ciudad Barcelona,0229002,499,15,29,1,2400,N,0101,"442796,958611044","4472613,75687708",
5073,(AFOROS) Av. Ciudad Barcelona O-E - Catalina Suarez-Dr. Esquerdo,0231004,220,1,16,0,2050,N,0101,"442855,45044416","4472429,94467759",
5074,Av. Ciudad Barcelona O-E - Alberche-Pedro Bosch,0229003,300,1,17,0,1550,N,0101,"442644,678724634","4472570,88944644",
3895,(AFOROS) Av. Ciudad Barcelona E-O - El Cafeto-Seco,0231003,400,1,21,0,1550,N,0101,"442943,844978377","4472358,97994159",
3896,Seco S-N - Gandia - Av. Ciudad Barcelona,0231001,120,2,19,0,400,N,0101,"442976,3718848","4472264,16532239",
3897,(TACTICO) Comercio N-S - Av Ciudad Barcelona -Tellez( Giro Izqd.),0232004,540,17,70,2,630,N,0101,"442172,151510438","4472758,24133354",
3898,Comercio S-N - Av. Ciudad Barcelona-Tellez,0224001,200,2,12,0,1530,N,0101,"442186,704876734","4472778,56230304",
3899,Av.  Mediterraneo E-O - Abtao-Pl. Mariano Cavia,0235004,240,0,10,0,3050,N,0101,"442657,604745335","4473182,16470107",
3900,Cavanilles E-O - Narciso Serra-Pl. Mariano Cavia,0235008,200,3,12,0,1100,N,0101,"442499,923619291","4473130,67422552",
3901,Menendez Pelayo S-N - Valderribas-Pl. Mariano Cavia,0235001,240,1,15,0,1330,N,0101,"442346,694448948","4473092,90009028",
3902,Av. Mediterraneo E-O - Abtao-Juan Urbieta,0236004,800,5,30,1,2650,N,0101,"442774,469371036","4473165,55545401",
3903,(TACTICO) Dr. Esquerdo N-S - Cavanilles-Valderribas (Giro Izq.),0239002,0,100,48,1,280,S,0101,"442902,240290888","4472750,81704421",
3904,(TACTICO) Valderribas E-O - Sanchez Barcaiztegui-Dr.Esquerdo,0239003,60,51,34,1,400,N,0101,"442861,974027871","4472744,91731855",
3905,Dr. Esquerdo N-S - Pl. Conde Casal-Cavanilles,0240002,340,2,16,0,2480,N,0101,"443019,855727791","4472928,55075343",
3906,Garibay E-O - Adelfas- Dr. Esquerdo,0240004,160,0,16,0,1180,N,0101,"443012,751317426","4472809,73490013",
3433,Dr. Esquerdo S-N - Valderribas-Garibay,0240001,300,0,12,0,2750,N,0101,"442931,509753","4472772,43894067",
3907,Cavanilles O-E - Sanchez Barcaiztegui-Dr. Esquerdo,0240003,0,0,13,0,420,S,0101,"442882,492267101","4472885,88160368",
3908,Cavanilles E-O - Abtao-Juan Urbieta,0243004,120,2,12,0,800,N,0101,"442659,202833257","4473038,09117119",
10810,Solo Seleccion -Dr. Esquerdo N-S - (Valderribas-Av. Ciudad Barcelona),0229002,340,28,43,1,1200,N,0101,"442792,768106469","4472615,30074719",
7036,Dr. Esquerdo S-N - Vaderribas-Garibay(Giro a Cavanilles),0240005,60,0,9,0,700,N,0101,"442926,434778779","4472778,19979469",
9841,Valle de Mena S-E - Acc.Ramon Castroviejo-Gta.Isaac Rabín,0301005,180,0,8,0,3100,N,0328,"438338,115544704","4480454,49708179",
9843,Dr.Ramon Castroviejo O-E - Av.Miraflores-San Martin de Porres,0301003,540,4,22,0,2000,N,0328,"438098,880458143","4480455,13738494",
9842,Nueva Zelanda S-N - Isla Cristina-Gta.Isaac Rabín,0301001,140,2,17,0,700,N,0328,"438305,950926946","4480365,97449961",
3909,"Concha Espina, 57 O-E - Serrano-Rodriguez Marin",0415003,499,3,24,0,2150,N,0101,"442328,472341156","4478106,53458111",
3910,"Ramon y Cajal, 7 E-O - Principe Vergara-Marcenado",0404004,220,2,10,0,2450,N,0101,"442703,668178519","4478108,85061351",
3911,"Principe Vergara, 207 S-N - Pradillo-Ramon y Cajal",0404001,520,3,21,0,2450,N,0101,"442534,685252877","4477944,17351396",
3460,"Alfonso XIII, 51 N-S - Alhelies-Ramon y Cajal",0407002,40,0,11,0,1350,S,0101,"443412,198598478","4478255,71204997",
3461,"Ramon y Cajal, 69 O-E - Gabriel Galan-Alfonso XIII",0407003,460,4,22,0,2165,N,0101,"443321,400033962","4478184,78968115",
3912,Ramon y Cajal E-O - Pº de los Jacintos -Alfonso XIII,0407004,480,2,13,0,3300,N,0101,"443485,088615569","4478182,52552084",
3913,Principe Vergara N-S - Pl. Republica Ecuador-Concha Espina,0415001,320,1,16,0,2000,N,0101,"442556,784483026","4478269,71793573",
3914,Ramón y Cajal O-E - Principe Vergara-Marcenado ,0405003,600,4,23,0,2550,N,0101,"442614,070599179","4478104,31804049",
3915,Principe Vergara N-S - Concha Espina-Pl. Cataluña,0410002,340,2,14,0,2400,N,0101,"442533,724640823","4478023,75062929",
3916,Concha Espinal O-E - Rodriguez Marin-Principe Vergara,0404003,440,3,19,0,2350,N,0101,"442458,032126514","4478107,1855427",
3917,Ramon y Cajal E-O - Principe Vergara-Rodriguez Marin,0415004,140,1,11,0,1900,N,0101,"442489,997368006","4478113,94188072",
3918,Alfonso XIII S-N - Ramon y Cajal-Pintor Ribera,0403001,260,1,14,0,1600,N,0101,"443419,461376571","4478260,52329487",
3919,Ramon y  Cajal O-E - La Pedriza-Padre Claret,0408003,620,2,21,0,3020,N,0101,"443487,015542911","4478170,46777174",
3920,Alfonso XIII S-N - Carlos Pereira-Ramon y Caja,0407001,140,2,24,0,895,N,0101,"443396,400618437","4478077,13335997",
3921,Ramon y Cajal(En el Puente) E-O - M-30 -Pº de los  Jacintos,0408004,540,2,12,0,3755,N,0101,"443706,622412812","4478250,24129854",
3922,Padre Claret S-N - Carlos Pereyra-Ramon y Cajal,0408001,240,0,9,0,3085,N,0101,"443570,133200399","4478139,53832116",
3923,Principe Vergara S-N - Sanchez Pacheco-Pl. Cataluña,0410001,400,1,20,0,1990,N,0101,"442502,053105273","4477583,02450013",
3924,Doctor Arce S-N - Estevez-Pl. Cataluña,0409003,400,2,20,0,2300,N,0101,"442320,032849799","4477674,74492378",
3925,"Dr.Arce, 11 N-S - Nervion-Pl. Republica Argentina",0505022,320,1,14,0,1710,N,0101,"442015,313887375","4477449,25780332",
3926,"Concha Espina, 57 E-O - Rodriguez Marin-Serrano",0501004,200,1,10,0,1950,N,0101,"442331,469190783","4478116,8350236",
3927,Pl. Cataluña (Isleta Central) O-E - Dr.Arce-Principe Vergara,0410003,280,2,29,1,1380,N,0101,"442444,004392383","4477775,78889457",
3928,(TACTICO) Doctor Arce O-E - Delante Grupo 6,,20,2,10,0,200,N,0101,"442111,40114357","4477482,79813282",
3604,(TACTICO) Pl. Cataluña S-N -  Extensiones Grupo 7,,140,5,34,1,400,N,0101,"442544,939030048","4477791,2449953",
3605,(TACTICO) Alhelies E-O - Alfonso XIII-Los Narcisos,0402004,0,0,0,0,250,S,0101,"443479,187271731","4478461,10434961",
10078,Puerto Rico N-S - Uruguay -Pl. Virgen Guadalupana,0405002,60,1,3,0,1800,N,0101,"442804,137319837","4478231,12086774",
10076,Ramón y Cajal E-O - Pardo Bazán-Pl.Virgen Guadalupana,0405004,220,1,8,0,3600,N,0101,"442963,06583623","4478133,35398158",
10079,Marcenado S-N - San Ernesto -Pl.Virgen Guadalupana,0405001,80,1,3,0,1800,N,0101,"442813,628992329","4478002,05478156",
3606,"Serrano, 218 N-S - Pl. Republica del Salvador-Concha Espina",0501002,460,4,19,0,1850,N,0101,"442262,191356546","4478205,51795061",
3930,"(AFOROS) Serrano, 170 N-S - Nerion-Pl. Republica Argentina",0505002,540,2,16,0,3600,N,0101,"441957,749688425","4477572,07936987",
3931,"Serrano, 113 N-S - Pablo Aranda -Pedro Valdivia",0508002,460,2,19,0,2590,N,0101,"441819,892172871","4476938,8177294",
3932,"(AFOROS) Serrano, 50 N-S - Ayala-Hermosilla",0515002,1140,3,29,1,3830,N,0101,"441685,593634683","4475440,23893096",
3933,"Lopez de Hoyos, 21 E-O - Velazquez-Maria Molina",0527002,120,0,13,0,900,N,0101,"441978,451690783","4476658,83200754",
3934,"Concha Espina, 39 O-E - Pl. Sagrados Corazone-Serrano",0501003,520,3,22,0,2150,N,0101,"442059,01726871","4478118,41003143",
3935,Eduardo Dato O-E - Gta. Ruben Dario-Serrano,0511003,440,3,26,1,1750,N,0101,"441693,610525769","4476042,99981082",
3936,(AFOROS) Alcala O-E - Pl. Cibeles-Pl. Independencia,0520003,1100,4,27,1,3090,N,0101,"441332,352916347","4474550,09936159",
3937,Serrano N-S - General Oraa-Diego de Leon,0510002,1180,6,40,1,3000,N,0101,"441778,976128845","4476398,41306417",
3938,Serrano N-S - Maldonado-Juan Bravo,0511002,1220,5,32,1,3350,N,0101,"441761,342445896","4476148,15147567",
3939,Serrano N-S - Villanueva-Pl. Independencia,0519002,1140,6,38,1,2880,N,0101,"441598,138972006","4474830,80364207",
3940,"Goya, 9 E-O - Serrano-Pº Castellana",0106004,999,4,33,1,2570,N,0101,"441604,187975368","4475214,85727885",
3941,Serrano N-S - Pedro Valdivia-Maria Molina,0509002,620,1,21,0,2930,N,0101,"441804,807918529","4476720,05946516",
3942,Hermanos Becquer N-S - General Oraa-Serrano,0510003,300,3,24,0,1250,N,0101,"441702,945413007","4476378,56741065",
3943,Hermanos Becquer S-N - Serrano-General Oraa,0101004,620,5,44,1,1450,N,0101,"441717,489473088","4476379,53863383",
3944,"Serrano, 84 N-S - Padilla-Jose Ortega y Gasset",0512002,1140,4,47,1,3400,N,0101,"441741,179442749","4475864,05103727",
3945,Ayala E-O - Serrano-Pº Castellana,0105004,160,6,32,1,550,N,0101,"441671,385099568","4475477,56936693",
3946,Goya E-O - Claudio Coello -Serrano,0516004,900,4,40,1,2250,N,0101,"441747,60768319","4475195,88267834",
3798,Serrano N-S - Recoletos-Pl. Independecia,0520002,1100,6,40,1,2640,N,0101,"441584,325458217","4474716,88545759",
3697,Alcala E-O - Lagasca-Pl. Independencia,0520004,960,3,27,1,3350,N,0101,"441793,888262671","4474665,18373823",
3947,Alfonso XII S-N - Montalban-Pl. Independencia,1323005,840,3,21,0,3240,N,0101,"441563,81764889","4474366,70628363",
3948,Maria Molina O-E - Claudio Coello-Lagasca,0509003,380,2,18,0,1780,N,0101,"441900,509108924","4476562,73036861",
3578,Serrano N-S - Goya-Jorge Juan,0517002,1240,15,41,1,2450,N,0101,"441643,909062137","4475160,03342175",
4223,Jorge Juan O-E - Pº Castellana-Serrano,0517003,640,2,26,1,2220,N,0101,"441513,800475242","4475082,27485935",
10048,Serrano 191 N-S - Turia - Cidacos,,320,1,14,0,2800,N,0101,"442171,127444189","4478021,06848233",
10049,Serrano 206 S-N - Cinca - Turia,0501001,40,0,1,0,2850,N,0101,"442176,90795197","4478016,4812432",
10050,Cinca 6 E-O - Sil - Serrano,,60,0,3,0,2650,N,0101,"442203,185772363","4477926,21358583",
10812,Goya E-O(Giro a Serrano) - Claudio Coello -Serrano,0516014,380,5,47,1,700,N,0101,"441746,7254717","4475191,91272664",
10018,(AFOROS) Alcala O-E - Pl. Cibeles-Pl. Independencia,,1120,3,29,1,3370,N,0101,"441314,395393921","4474549,15438348",
3950,"Francisco Silvela, 76 S-N - Mejico-Coslada",0620008,440,2,27,1,1500,N,0101,"442664,398454221","4476394,76746293",
9894,Jorge Juan O-E - Lagasca -Velazquez,0614003,580,6,29,1,1850,N,0101,"441871,940514373","4475024,48683067",
3952,"Principe Vergara, 131 N-S - Lopez Hoyos - Gomez Ortega",0624002,340,1,16,0,2380,N,0101,"442448,874747091","4477134,82572167",
3953,"Lopez Hoyos, 74 E-O - Gomez Ortega-Principe Vergara",0624004,180,1,18,0,1200,S,0101,"442549,542669983","4477033,9346986",
3954,Principe Vergara S-N - Francisco Silvela-Lopez Hoyos,0624001,0,0,0,0,2130,S,0101,"442430,365872894","4476844,20093067",
10606,Velazquez N-S - Lopez Hoyos -Maria Molina,0603002,0,0,0,0,2500,S,0101,"442066,963456097","4476656,70334526",
4224,"Principe Vergara, 88 S-N - General Oraa -Maria Molina",0801001,460,3,22,0,1970,N,0101,"442394,135527645","4476382,57780313",
4225,Maria Molina (Debajo Tunel) O-E - Serrano-Velazquez,0603003,400,2,41,1,950,N,0101,"441951,127313683","4476565,13008311",
3956,"Velazquez,135 S-N - Oquendo -Joaquin Costa",0601001,0,0,0,0,4300,S,0101,"442088,539696657","4476886,50271135",
9893,Velazquez S-N -  Villanueva-Jorge Juan,0614001,940,3,15,0,6000,N,0101,"441948,555134308","4474911,4227666",
3958,"Principe Vergara, 103 N-S - Francisco Silvela-Maria Molina",0619002,200,51,32,1,1680,S,0101,"442404,272199216","4476630,14017172",
3757,Velazquez S-N - Maldonado-Diego de Leon,0605001,1140,5,30,1,4000,N,0101,"442037,850474148","4476174,46799237",
3959,Velazquez S-N - General Oraa-Maria Molina,0603001,1100,6,23,0,4175,N,0101,"442050,654898635","4476404,36364485",
3960,Maria Molina E-O - Velazquez-Lopez Hoyos,0527004,1320,6,34,1,3250,N,0101,"442011,697616966","4476569,29132201",
3720,"(AFOROS) Velazquez, 24 S-N - Jorge Juan -Goya",0612001,1360,4,18,0,5480,N,0101,"441963,184474687","4475053,65140343",
9890,Velazquez S-N - (Hermosilla -Ayala,0611001,1400,4,20,0,5200,N,0101,"441977,616507621","4475347,82782993",
3961,"Lopez Hoyos, 38 O-E - Pedro Valdivia-Gta. Lopez Hoyos",0616001,240,1,15,0,1500,N,0101,"442135,014671019","4476751,40289093",
3497,"Lopez Hoyos, 28 S-N - Lagasca-Velazquez",0602003,120,0,14,0,1400,N,0101,"442028,812724836","4476682,59047938",
3434,Velazquez S-N - Maria Molina-Lopez Hoyos,0602001,780,6,35,1,1520,N,0101,"442071,792379765","4476601,66417745",
3435,"Maria Molina, 40 O-E - Velazquez-Nuñez de Balboa",0619003,740,4,35,1,2420,N,0101,"442090,144017708","4476551,25456124",
3962,Juan Bravo  E-O - Nuñez de Balboa-Velazquez,0511004,260,2,22,0,1300,N,0101,"442121,453385774","4476025,77274241",
3963,"Juan Bravo, 8 O-E - Claudio Coello-Lagasca",0607003,520,6,29,1,2050,N,0101,"441881,504769244","4476024,97761421",
3964,"Velazquez, 90 S-N - Padilla-Juan Bravo",0607001,1040,4,28,1,3650,N,0101,"442017,073322946","4475892,72266425",
3965,"Velazquez, 74 S-N - Ramon de la Cruz-Ortega y Gasset",0609001,1260,5,28,1,3750,N,0101,"441997,70668377","4475622,05137379",
3966,"Lopez Hoyos, 27 N-S - Gta. Lopez Hoyos-Velazquez",0602004,360,3,7,0,3100,N,0101,"442223,515613048","4476836,49412206",
3967,"Maria Molina, 31 E-O - Nuñez de Balboa-Velazquez",0603004,1300,17,42,1,2520,N,0101,"442163,439035378","4476556,16907328",
3968,Maria Molina O-E - Principe Vergara-General Pardiñas,0620003,1040,7,40,1,2850,N,0101,"442425,733152035","4476525,52391374",
3969,Maria Molina E-O - Fco. Silvela-Principe Vergara,0619004,580,40,44,1,2100,N,0101,"442477,492153572","4476531,63632174",
3970,Francisco Silvela N-S - Principe Vergara-Maria Molina,0620007,0,0,0,0,1900,S,0101,"442466,342815802","4476608,5852883",
3971,Diego de Leon E-O - Claudio Coello-Serrano,0510004,420,3,45,1,870,N,0101,"441850,831647978","4476273,34094499",
3972,Diego de Leon O-E - Lagasca-Velazquez,0605003,180,3,22,0,650,N,0101,"441964,785729344","4476260,44738176",
3973,Principe Vergara N-S - Lopez Hoyos-Francisco Silvela,0623002,0,0,0,0,2850,S,0101,"442421,450853048","4476889,65500147",
3974,Francisco Silvela S-N - Av. America-San Fdo.del Jarama,0623004,0,50,24,0,2200,S,0101,"442521,760909497","4476579,11710875",
3975,Principe Vergara S-N - Maria Molina-Francisco Silvela,0623001,0,0,0,0,2300,S,0101,"442407,325371999","4476560,26100423",
3976,Francisco Silvela O-E - Gta. Lopez Hoyos-Principe Vergara,0623003,0,0,0,0,4520,S,0101,"442306,696759804","4476819,10264037",
3977,Francisco Silvela E-O - Principe Vergara-Lopez Hoyos,0616004,0,0,0,0,5800,S,0101,"442361,007141891","4476785,18340251",
3978,Lopez de Hoyos E-O - Principe Vergara- Gta.Lopez Hoyos,0616002,0,99,48,1,1730,S,0101,"442407,054394554","4476951,17034058",
3979,"Jose Ortega y Gasset, 13 E-O - Claudio Coello-Serrano",0512004,0,100,49,1,700,S,0101,"441818,261637162","4475756,66664587",
3980,"Jose Ortega y Gasset, 16 O-E - Lagasca-Velazquez",0609003,0,100,48,1,620,S,0101,"441929,047862775","4475746,73225156",
3981,Velazquez S-N (Lateral) - General Oraa-Maria Molina,,80,4,24,0,375,N,0101,"442060,716713559","4476401,77516302",
3982,Velazquez S-N (Entrada Tunel) - General Oraa-Maria Molina,,499,11,34,1,1500,N,0101,"442055,633952062","4476401,57293942",
4014,Hermosilla a 50 mts G.2 O-E - Lagasca - Velazquez,0612003,140,3,24,0,510,N,0101,"441907,22160408","4475307,46448192",
9892,Velazquez S-N - Diego de León-Gral.Oraá,0604001,960,23,22,0,6050,N,0101,"442047,374695265","4476303,46936414",
3949,Joaquin Costa 26 O-E - Pl. Republica Argentina - Velazquez,0601003,0,0,0,0,4200,S,0101,"442015,75991751","4477196,3489216",
3951,Joaquin Costa 55 E-O - Gta. Lopez de Hoyos - Velazquez,0601004,0,0,0,0,4450,S,0101,"442238,01897312","4476936,5265538",
10607,Velázquez N-S - Oquendo -López de Hoyos,0627002,40,0,1,0,1550,N,0101,"442081,125502992","4476840,8099549",
3957,Joaquin Costa 70 O-E - Velazquez - Gta. Lopez de Hoyos,0616003,0,0,0,0,6000,S,0101,"442206,020987721","4476950,1344117",
9895,Joaquin Costa E-O - Velazquez-República Argentina,,0,0,0,0,5250,S,0101,"442071,085666228","4477143,15798984",
10685,Lopez Hoyos S-N - Gta. Lopez Hoyos-Ppe Vergara,,0,0,0,0,3000,S,0101,"442334,152780485","4476892,80870654",
3992,Francisco Silvela N-S - Maria Molina-Diego de Leon,0716007,920,4,18,0,3250,N,0101,"442654,237370317","4476381,02379695",
3993,Francisco Silvela S-N - Jose Ortega y Gasset-Av. Toreros,0704008,800,7,23,0,3800,N,0101,"443052,411241935","4475842,5992332",
3994,"Conde Peñalver, 14 S-N - Hermosilla-Ayala",0712001,100,0,11,0,1370,N,0101,"442692,65758456","4475289,85147503",
3995,"(AFOROS)Francisco Silvela, 46 S-N - (Ferrer del Rio-Jose Picon",0702008,1340,4,31,1,4520,N,0101,"442869,917231547","4476126,73421162",
3607,(AFOROS) Francisco Silvela N-S - Maldonado-Juan Bravo,0704007,740,2,17,0,3150,N,0101,"442890,881526196","4476074,39294359",
3608,"Azcona, 7 N-S - Ardemans-Francisco Silvela",0704006,380,3,22,0,1750,N,0101,"443038,725100847","4476058,23037736",
3996,Juan Bravo 64 O-E - Alcantara -Francisco Silvela,0704003,220,5,25,0,800,N,0101,"442885,401249202","4475957,48933404",
3579,Conde Peñalver N-S - Maldonado-Juan Bravo,0708002,100,0,12,0,1300,S,0101,"442743,802592581","4476074,10736803",
3997,"Conde Peñalver, 64 S-N - Padilla-Juan Bravo",0708001,180,1,15,0,1500,N,0101,"442732,654791562","4475835,45136617",
3612,"Conde Peñalver, 60 N-S - Padilla-Jose Ortega y Gasse",0710002,40,1,13,0,780,N,0101,"442726,19088959","4475803,62333158",
3613,Conde Peñalver S-N - D. Ramon de la Cruz-Jose Ortega y Gasset,0710001,200,1,11,0,1500,N,0101,"442713,986869635","4475570,10774256",
3998,Jose Ortega y Gasset O-E - Gral. Diaz Polier-Conde Peñalver,0710003,100,1,13,0,620,N,0101,"442625,539228201","4475696,23380377",
3999,"Jose Ortega y  Gasset, 67 E-O - Alcantara-Conde Peñalver",0710004,100,1,22,0,900,N,0101,"442843,635604462","4475684,32603822",
4000,Jose Ortega y Gasset E-O - Montesa-Martires Concepcionistas,0706003,200,4,27,1,750,N,0101,"442988,86926783","4475671,50032445",
4001,"Juan Bravo, 69 E-O - Alcantara-Conde Peñalver",0708004,240,2,13,0,1430,N,0101,"442865,52368396","4475971,5596296",
10013,Francisco Silvela N-S - Padilla-Ortega y Gasset,,520,3,11,0,3600,N,0101,"443045,328774227","4475835,15085747",
10192,Conde Peñalver N-S - Diego de León-Maldonado,0707002,100,1,22,0,650,N,0101,"442747,376919354","4476157,95017405",
10193,Conde Peñalver N-S(Giro a Maldonado) - (Diego de León-Maldonado),0707023,100,1,17,0,625,N,0101,"442751,844539222","4476156,90766263",
4002,"Goya, 54 O-E - General Pardiñas-General Diaz Porlier",0819002,260,1,18,0,1650,N,0101,"442463,544053523","4475137,41333573",
4003,Principe de Vergara N-S - Hermosilla-Goya,0810002,440,3,26,1,1700,N,0101,"442306,161104293","4475259,79590951",
4004,"Diego de Leon, 38 O-E - Castello-Principe de Vergara",0802003,140,0,15,0,930,S,0101,"442280,139473907","4476237,55369159",
4005,(AFOROS)Jose Ortega y Gasset 45 E-O - Gral. Diaz Polier-Ppe.Vergara,0806004,260,2,17,0,1630,N,0101,"442511,517013964","4475711,77202883",
4006,(AFOROS)Jose Ortega y Gasset 45 O-E - Ppe. Vergara-Gral. Diaz Polier,,200,30,25,0,750,N,0101,"442504,247323863","4475704,26327693",
5081,"Principe de Vergara, 85 N-S - General Oraa-Diego de Leon",0802002,499,3,21,0,2030,N,0101,"442382,973764909","4476350,62503926",
4008,"Principe Vergara, 71 N-S - Diego de Leon-Maldonado",,540,2,24,0,1908,N,0101,"442373,423389673","4476216,21854715",
4009,"Principe Vergara, 54 S-N - Padilla-Juan Bravo",0804001,200,1,15,0,1760,N,0101,"442358,915085976","4475874,92800954",
4010,"Principe Vergara, 51 N-S - Padilla-Jose Ortega y Gasset",0806002,620,4,28,1,1750,N,0101,"442347,887512009","4475852,72730131",
4011,Principe Vergara S-N - D.Ramon de la Cruz-Jose Ortega y Gasset,0806001,160,1,10,0,1900,N,0101,"442339,054551865","4475597,95571756",
4012,"Diego de Leon, 23 O-E - Nuñez Balboa-Velazquez",0605004,340,2,41,1,970,N,0101,"442137,268862262","4476253,14535307",
4013,"Diego de Leon, 51 E-O - General Pardiñas-Ppe. Vergara",0802004,340,2,33,1,1220,N,0101,"442495,394481021","4476226,17767591",
7037,"Goya, 43 E-O - Nuñez de Balboa-Velazquez",0613004,920,4,32,1,2460,N,0101,"442071,532490849","4475170,70036857",
4015,"Goya, 34 O-E - Castello-Principe de Vergara",0810003,140,1,15,0,750,N,0101,"442207,680320219","4475156,20625046",
5082,Goya E-O - General Pardiñas-Principe de Vergara,0810004,920,4,40,1,2100,N,0101,"442419,261524346","4475145,56031098",
4016,Jose Ortega y Gasset O-E - Nuñez de Balboa-Castello,0819003,0,0,0,0,700,S,0101,"442124,823853038","4475733,77553035",
4017,Jose Ortega y Gasset E-O - Nuñez de Balboa-Velazquez,0819004,0,0,0,0,950,S,0101,"442103,715078713","4475737,62119934",
10098,Principe Vergara N-S - Diego León -Gral Oraá,0802001,400,2,11,0,3600,N,0101,"442386,739843083","4476258,74540173",
10099,Principe Vergara N-S(Giro a Maldonado) - Diego León-Maldonado,,40,1,2,0,1800,N,0101,"442370,32234784","4476136,88829144",
10100,(MICRO)Principe Vergara S-N - Marqués Salamanca-Padilla,,120,1,7,0,1800,N,0101,"442354,392950168","4475844,69470006",
10101,(MICRO)Principe Vergara S-N - Hermosilla -Ayala,,0,0,6,0,1800,S,0101,"442323,808296481","4475415,52208118",
10102,(TACTICA)Principe Vergara N-S(Giro a Hermosilla) - Ayala-Hermosilla,0809024,0,0,2,0,1800,S,0101,"442311,58766635","4475296,74773295",
10170,Ppe. Vergara N-S(Giro a Gral Oraá) - Maria Molina-Gral Oraá,0801240,180,2,26,1,700,N,0101,"442388,529555608","4476396,36262791",
4018,Lateral M-30 N-S - Salida Puente Ventas-Pl. Toros,0915002,580,1,36,1,1800,N,0101,"443937,383722988","4475953,70292113",
4019,Lateral M-30 S-N - Salida Puente Ventas-Ciudad Lineal,0915001,620,1,30,1,2210,N,0101,"443993,831389334","4475729,55450749",
7109,Alcala E-O - Raquel Meller- M-30,0915006,800,22,33,1,3200,N,0101,"444066,632769462","4475870,53167923",
3753,Alcala E-O - Montesa-Hermosilla,0906006,680,3,20,0,3650,N,0101,"442939,089426116","4475283,85745965",
4021,Alcala O-E - Jorge Juan-Felipe II,0906005,260,1,18,0,1950,N,0101,"442471,094026169","4475000,18162287",
4022,O´Donnell O-E - Alcala-Av. Menendez Pelayo,1003003,200,1,25,0,950,N,0101,"442205,698801225","4474750,47133827",
4023,Fco. Silvela N-S - Jose Ortega y Gasset-Pl. Manuel Becerra,0706007,380,8,46,1,1030,N,0101,"443169,114174393","4475622,25292254",
4024,Conde de Peñalver N-S - Ayala-Hermosilla,0906002,160,3,22,0,780,N,0101,"442694,827347124","4475383,75902914",
4025,Alcala O-E - Almeria-Puente Ventas,0915005,1640,9,47,1,3700,N,0101,"443771,042896999","4475790,60503154",
4026,O´Donnell E-O - Aguirre-Alcala,0901004,680,5,26,1,2100,N,0101,"442199,992473981","4474755,24675353",
4027,Alcala O-E - Velazquez-O´Donnel,0901005,320,2,22,0,1320,N,0101,"442025,935395892","4474726,04884114",
4028,Alcala E-O - Castello-Nuñez de Balboa,0901006,600,3,33,1,1900,N,0101,"442159,303558239","4474832,6082597",
4029,Alcala E-O - General Pardiñas - Principe Vergara,0903006,460,2,31,1,1900,N,0101,"442396,699103444","4474965,92642345",
4030,Dr. Gomez Ulla E-O - Ruiz Perello-Pl. Manuel Becerra,0910022,60,1,34,1,280,N,0101,"443332,484838639","4475637,97103914",
4031,Alcala E-O - Cardenal Belluga-Pl. Manuel Becerra,0910006,900,6,40,1,2500,N,0101,"443465,892025585","4475611,16890457",
4032,Alcala O-E - Pl. Manuel Becerra-Rufino Blanco,,920,7,34,1,2150,N,0101,"443391,116296302","4475557,10342602",
4033,Dr. Esquerdo S-N - Marques Zafra-Pl. Manuel Becerra,0910001,420,8,37,1,1200,N,0101,"443305,403645003","4475372,67549691",
4034,Alcala O-E - Ayala-Pl. Manuel Becerra,0910005,480,3,31,1,1500,N,0101,"443135,264315597","4475397,65306474",
4035,Alcala E-O - Pl. Manuel Becerra-Ayala,0909006,740,5,37,1,2100,N,0101,"443163,483885482","4475423,12006524",
3616,Fco. Silvela S-N - Jose Ortega y Gasset-Pl. Manuel Becerra,0706008,700,7,33,1,2000,N,0101,"443174,2618651","4475658,92147089",
4036,"Alcala, 213 O-N - Rufino Blanco-Bocangel",0912005,760,6,37,1,1900,N,0101,"443519,470548912","4475637,10241655",
4037,"Julio Camba, 5 N-S - Av. Toreros-Alcala",0912002,840,4,36,1,2630,N,0101,"443665,38301294","4475829,88335038",
