idelem,descripcion,accesoAsociado,intensidad,ocupacion,carga,nivelServicio,intensidadSat,error,subarea,st_x,st_y,velocidad
10108,PLEYADES Ø24 N-S(ARDALES-ANA TERESA),361001,315,6,26,1,1500,N,2005,"433535,098918108","4479344,67360252",
10106,PLEYADES Ø8 S-N(ARCOS DE LA FRONTERA-ESTUDIO),361003,90,1,7,0,1500,N,2005,"433524,832546177","4479141,87532674",
10104,ANA TERESA ANTES Ø22 E-O(ARDALES-PLEYADES),361002,90,0,6,0,1500,N,2005,"433614,045022678","4479190,64009932",
10107,"ANA TERESA, 35a O-E (A. VINDEL-PLEYADES)",361004,90,3,9,0,1500,N,2005,"433448,139893046","4479270,37645523",
4866,PLEYADES Ø19 S-N (ANA TERESA-ARDALES),0,315,9,28,1,1500,N,2005,"433533,217382457","4479260,0361476",
10512,AV. OSA MAYOR Ø102 E-O (GTA. MARIA REINA-PICO OCEJON),360802,0,0,0,0,1500,N,2002,"433226,306673676","4479028,85082042",
10962,AV. VICTORIA O-E (PILAR ANDRADE-VIRGEN DE LOS OLMOS),360501,180,1,13,0,1500,N,2009,"430342,492577696","4480175,78130676",
4872,CTRA. HUMERA Ø42 S-N (GTA. RIO ZANCARA-VIRGEN ROSALES),282303,309,1,21,0,1500,N,2008,"433923,182935349","4478312,18224503",
4873,ARROYO POZUELO Ø76 E-O (COVATILLAS-GTA. RIO ZANCARA),361102,617,2,22,0,3000,N,2003,"434015,211994578","4478273,09713356",
4877,CTRA. HUMERA ARAVACA S-N (RIO NELA-ROSA LUXEMBURGO),361233,206,0,14,0,1500,N,2003,"433941,681349546","4478136,41294061",
4874,ARROYO POZUELO Ø98 E-O (GTA. RIO ZANCARA-HUMERA),280902,309,1,11,0,3000,N,2003,"433792,080218606","4478274,20290335",
4875,ARROYO POZUELO Ø98 O-E (HUMERA-GTA. RIO ZANCARA),361214,206,1,7,0,3000,N,2003,"433798,039226921","4478268,10241676",
4884,ARROYO POZUELO Ø76 O-E (GTA. RIO ZANCARA-COVATILLAS),361104,206,0,7,0,3000,N,2003,"434148,615309268","4478265,42378303",
4862,(MICRO)PLEYADES Ø19 N-S (ARDALES-ANA TERESA),0,45,76,77,3,1500,N,2005,"433527,510495162","4479247,58940762",
4863,(MICRO)PLEYADES Ø13 S-N (ESTUDIO-ANA TERESA),0,90,1,7,0,1500,N,2005,"433522,494292592","4479188,70150582",
10105,(MICRO)ANA TERESA Ø27 E-O(ARDALES-PLEYADES),0,90,8,14,0,1500,N,2005,"433543,535837658","4479211,59804314",
4865,"(MICRO)ANA TERESA, 29A O-E(A. VINDEL-PLEYADES)",0,180,15,25,0,1500,N,2005,"433499,589875332","4479231,05985835",
3835,(TÁCTICO) AV. ESTACIÓN S-N Ø8 (FERNANDO ORIOL - AV- VICTORIA),360104,0,0,0,0,1200,N,2009,"429115,008420593","4480780,16287577",
6632,(TACTICO) FEDERICO AGUSTI N-S Ø8,360202,0,94,94,3,1200,N,2009,"429472,554132415","4480642,76929223",
6631,(TACTICO) FEDERICO AGUSTI S-N Ø8 (ÁLVARO CABALLERO - AV. VICTORIA),360204,0,0,0,0,1200,N,2009,"429463,72399598","4480598,1500608",
6633,(TACTICO) GINES NAVARRO Ø1 N-S  (J. LOMBANA IGLESIAS-AV. VICTORIA),360302,0,0,0,0,1100,S,2009,"429703,251569055","4480527,83601166",
6634,"(TACTICO) VIRGEN DE LOS OLMOS, 1 N-S (RAFAEL VILLA - AV. VICTORIA)",360502,45,1,4,0,1500,N,2009,"430426,525006994","4480155,58858763",
3570,(TACTICO)COVATILLAS ANTES GR-7 S-N (HINOJO-ARROYO POZUELO),361103,0,0,0,0,1500,N,2003,"434248,297873298","4478234,48651996",
4857,(TACTICO)COVATILLAS ANTES GR-8N-S (GIRO GLORIETA PARTIDA),361101,0,0,0,0,1500,N,2003,"434239,004738595","4478272,67120699",
10968,ILLESCAS E-O(CAMARENA-VALMOJADO),370602,0,0,0,0,1500,N,1718,"435734,462385906","4471574,53737383",
10969,CAMARENA N-S(YEBENES-ILLESCAS),372002,225,4,18,0,1500,N,1765,"435862,063066535","4471618,28959653",
10971,ILLESCAS E-O(LOS YEBENES-CAMARENA),372402,135,1,10,0,1500,N,1718,"435947,038470979","4471482,14442227",
4895,VALMOJADO Ø13 N-S(MAQUEDA-AV. POBLADOS),801002,252,1,7,0,4500,N,1765,"435412,209303376","4470903,55649266",
4896,MAQUEDA Ø39 O-E(QUERO-VALMOJADO),370101,108,2,9,0,1500,N,1765,"435396,788962839","4470993,37058669",
4897,VALMOJADO Ø50 N-S(ILLESCAS-MAQUEDA),370102,180,1,6,0,3000,N,1765,"435549,137937529","4471021,85860751",
4898,"VALMOJADO, FRENTE Ø32 S-N(VALMOJADO-ILLESCAS)",370603,270,4,21,0,1500,N,1718,"435632,46431106","4471441,43842839",
4899,ILLESCAS Ø36 O-E(TEMBLEQUE-VALMOJADO),370604,180,4,16,0,1500,N,1718,"435542,675503212","4471607,84195298",
4900,"VALMOJADO Ø22 N-S(VALMOJADO, 99-ILLESCAS)",370601,315,2,12,0,3000,N,1718,"435654,798046459","4471717,89258097",
4901,"VALMOJADO Ø9 S-N(VALMOJADO,53-VALMOJADO,49)",371001,135,3,12,0,1500,N,1718,"435700,579703463","4471991,99575613",
4902,"VALMOJADO FRENTE Ø8 S-N(VALMOJADO,49-SESEÑA)",981103,135,3,12,0,1500,N,1718,"435728,443626975","4472052,00090541",
10970,CAMARENA N126 S-N(CAMAREAN-ILLESCAS),372403,45,0,3,0,1500,N,1718,"435865,440440061","4471443,52534773",
10972,ILLESCAS O-E(VALMOJADO-CAMARENA),372404,135,1,10,0,1500,N,1718,"435783,186178002","4471560,29212068",
4912,LOS YEBENES Ø46 N-S(COLEGIO HERNAN CORTES-ILLESCAS),0,135,1,10,0,1500,N,1718,"436208,819012432","4471364,09835944",
4909,OCAÑA Ø5 O-E(CAMARENA-VALMOJADO),370103,180,4,16,0,1500,N,1765,"435578,748147121","4470770,11609678",
4913,(MICRO)OCAÑA GIRO E-S (VALMOJADO-AV. POBLADOS),0,144,13,21,0,1500,N,1765,"435480,5679655","4470938,84691292",
4914,"(TACTICO) VALMOJADO, 229 E-O",370402,0,0,0,0,1500,N,1718,"435634,806101466","4471292,02228248",
4917,(TACTICO) VALMOJADO S-N(GIRO ILLESCAS OESTE),370606,90,3,8,0,1500,N,1718,"435644,912897672","4471571,36901208",
4916,(TACTICO) VALMOJADO N-S(GIRO ILLESCAS ESTE),370608,0,0,0,0,1500,N,1718,"435647,689872947","4471610,31437791",
4892,"(TACTICO) YEBENES, FRENTE Ø3 E-O(COLEGIO HERNAN CORTES)",371402,0,0,0,0,1500,N,1718,"436239,465385001","4471502,64331239",
4893,"(TACTICO) YEBENES, FRENTE Ø1006 O-E",371404,45,1,4,0,1500,N,1718,"436210,78556862","4471495,17283625",
4910,"(TACTICO) OCAÑA, FRENTE Ø5 GIRO IZDA. (VALMOJADO-CAMARENA)",372005,108,63,22,0,1500,N,1765,"435577,390566479","4470762,89589354",
4915,"(TACTICO) TEMBLEQUE, FRENTE Ø28  S-N(QUERO-ILLESCAS)",373003,135,61,65,2,1500,N,1718,"435431,467414773","4471615,23344393",
4922,AV. POBLADOS O-E(CONSUELO GUZMAN-EUGENIA MONTIJO),380404,504,3,19,0,3000,N,1765,"436084,100406427","4469860,71458398",
4923,AV. POBLADOS E-O(CARABANCHEL BAJO-EUGENIA MONTIJO),380402,576,2,20,0,3000,N,1765,"436552,857939529","4469701,12818965",
10684,NTRA. SRA. FATIMA O-E(PINGÜINO-EUGENIA MONTIJO)(CARRIL DERECHO),381605,72,0,6,0,1200,N,1765,"436435,834946706","4470032,53727499",
10683,NTRA. SRA. FATIMA O-E(PINGÜINO-EUGENIA MONTIJO)(CARRIL IZQUIERDO),381604,72,0,5,0,1500,N,1765,"436439,499895542","4470033,35170807",
4926,AV. POBLADOS O-E(AV. EURO-AV. ABRANTES),380904,684,6,27,1,3000,N,1765,"437316,526927717","4469503,10875407",
4927,BELZUNEGUI N-S(REAL MADRID-AV. POBLADOS),380801,360,4,16,0,3000,N,1765,"437278,75434222","4469572,97620705",
10942,CONSUELO GUZMAN S-N(PARAGUAYA-AV. POBLADOS),380303,144,3,12,0,1500,N,1765,"436015,836020248","4469794,69159905",
4929,AV. ABRANTES N-S(BESOLLA-AV. POBLADOS),380901,180,2,14,0,1500,N,1765,"437533,78830063","4469602,04980739",
4930,AV. POBLADOS O-E(AV. ABRANTES-VIA LUSITANA),381004,864,4,23,0,4500,N,1765,"437534,101465796","4469505,11064745",
4931,VIA LUSITANA S-N(HALCONERO REY-AV. POBLADOS),381003,612,6,25,0,3000,N,1765,"437593,773274567","4469380,65700352",
4932,AV. POBLADOS E-O(ANTONIO ROMERO-VIA LUSITANA),381002,900,8,35,1,3000,N,1765,"437863,918117027","4469474,10252335",
4933,AV. POBLADOS E-O(VIA LUSITANA-ABRANTES),380802,1044,4,27,1,4500,N,1765,"437612,411245439","4469507,23885001",
4934,EUGENIA MONTIJO S-N(JERONIMO IBORRA-AV. POBLADOS),380403,504,2,18,0,3000,N,1765,"436263,940969338","4469716,39612427",
10941,AV. POBLADOS O-E(PARQUE EUGENIA MONTIJO-CONSUELO GUZMAN),380304,540,2,20,0,3000,N,1765,"435945,868913484","4469929,18957764",
10601,(CARRIL BUS) VIA LUSITANA S-N(HALCONERO REY-AV. POBLADOS),0,72,2,7,0,1500,N,1765,"437597,082329752","4469377,48301181",
4935,(AFOROS)EUGENIA MONTIJO N-S(NTRA. SRA. FATIMA-AV. POBLADOS),380401,216,0,7,0,3000,N,1765,"436432,602341731","4469937,32815298",
10940,AV. POBLADOS E-O(EUGENIA MONTIJO-CONSUELO GUZMAN),380302,540,3,20,0,3000,N,1765,"436160,835768262","4469852,15971466",
4938,GUAYABA S-N(AGUACATE-ANTONIA RGUEZ. SACRISTAN ),382003,85,1,4,0,3000,N,1751,"436565,718891268","4469368,13789319",
4941,AV.POBLADOS O-E(ILDEFONSO GLEZ. VALENCIA-CTRA. TOLEDO),382614,684,1,16,0,4500,N,1765,"438746,702926246","4469474,35150097",
4942,LATERAL C.TOLEDO N-S(PL. ELIPTICA-AV. POBLADOS),382701,432,3,12,0,4500,N,1765,"438895,548741023","4469616,93927155",
4943,AV. POBLADOS E-O(GUETARIA-CTRA. TOLEDO),382702,936,7,36,1,3000,N,1765,"439088,239731006","4469502,63326664",
4944,LATERAL CTRA. TOLEDO S-N (M-40-AV. POBLADOS),382703,792,7,32,1,3000,N,1765,"438904,87489023","4469364,44025111",
4945,AV.DE LOS POBLADOS ENTRE A. ROMERO Y POLAN O-E,381104,792,3,28,1,3000,N,1765,"438160,126303388","4469433,2780157",
4946,VENTURA DIAZ BERNARDO S-N(HALCONERO REY-AV. POBLADOS),381103,180,1,7,0,3000,N,1765,"438347,3700343","4469403,06046143",
4947,AV. POBLADOS E-O(UGENA-POLAN),381102,360,1,13,0,3000,N,1765,"438452,324296674","4469463,00281529",
3571,POLAN N-S(CAZALEGAS-AV. POBLADOS),381101,44,2,5,0,1500,S,1765,"438345,016616123","4469499,65637559",
4948,(AFOROS)EUGENIA MONTIJO S-N(AV. POBLADOS-NTRA. SRA. FATIMA)FRENTE,381603,216,3,16,0,1600,N,1765,"436394,66089216","4469881,02107022",
4949,(AFOROS)EUGENIA MONTIJO S-N(AV. POBLADOS-NTRA. SRA. FATIMA)GIRO,381606,288,6,24,0,1500,N,1765,"436392,418995138","4469883,35910294",
4950,AV.DE LOS POBLADOS ENTRE ANTONIO RODRIGUEZ  Y SECOYA O-E,380704,576,4,22,0,3000,N,1765,"436855,899986485","4469465,32103701",
4951,ANTONIA RODRIGUEZ SACRISTAN O-E(GUAYABA-SECOYA),380707,36,1,3,0,1500,N,1765,"436921,538718823","4469420,78079517",
4952,AV. POBLADOS E-O(BELZUNEGUI-ALISEDA),380702,612,5,24,0,3000,N,1765,"437228,397114598","4469507,97402194",
4953,EUGENIA MONTIJO N-S(ANTOLIN-NTRA. SRA. FATIMA),381601,252,2,18,0,1500,N,1765,"436528,115062902","4470048,42333561",
3405,AV. POBLADOS O-E(SECOYA-AV. EURO),380804,684,4,26,1,3000,N,1765,"437089,89253683","4469473,32639917",
4956,JOAQUIN TURINA O-E(POLVORANCA-GUITARRA),381403,254,1,18,0,1500,N,1724,"436060,156661796","4469364,64562289",
4957,ANTONIA RGUEZ. SACRISTAN O-E(CARABANCHEL BAJO-GUAYABA),382004,85,4,10,0,1400,N,1751,"436513,425795192","4469454,26173925",
7006,ANTONIA RGUEZ. SACRISTAN E-O(PARTIDA ANTONIO RGUEZ.-GUAYABA),382002,85,1,7,0,1500,N,1751,"436621,741673991","4469416,24839351",
7005,ANTONIA RGUEZ. SACRISTAN GIRO E-O(PARTIDA ANTONIO RGUEZ.-GUAYABA),382006,85,5,10,0,1500,N,1751,"436635,273093191","4469413,10590629",
9879,PADRE AMIGO N-S (PEREZ LAVID-REAL MADRID),382201,80,0,5,0,1500,N,1763,"437225,400436959","4469963,03193937",
9878,BELZUNEGUI S-N (AV. POBLADOS-CARCASTILLO),382203,240,4,19,0,1500,N,1763,"437257,59119431","4469779,47927795",
9985,SECOYA S-N (OBOLO-AV. POBLADOS),380703,360,6,29,1,1500,N,1765,"437007,88332896","4469337,32748666",
10495,CONSUELO GUZMAN N-S Ø8(AV. POBLADOS-PARAGUAYA),382901,55,0,4,0,1500,N,1710,"436004,589492675","4469778,48592304",
10496,PARAGUAYA E-O Ø1(RONDA DON BOSCO-CONSUELO GUZMAN),382905,66,6,10,0,1500,S,1710,"436036,879118659","4469663,17870818",
10497,CAMINO LAS CRUCEZ S-N Ø9(AZCOITIA-PARAGUAYA),382902,111,2,9,0,1500,N,1710,"435919,362579919","4469650,71578611",
10797,AV. EURO S-N  (ÓBOLO - PEPIÓN),383203,108,0,4,0,3000,N,1765,"437265,700410771","4469157,49160379",
10798,PEPIÓN O-E (SECOYA - AV. EURO),383204,0,0,0,0,1500,N,1765,"437229,837225891","4469243,09484331",
10837,AV. EURO N-S (ENRIQUE ORO - PEPIÓN),383101,144,2,7,0,3000,N,1765,"437306,284868828","4469310,90394906",
10838,ENRIQUE ORO O-E (DOBLA - AV. EURO),0,36,0,2,0,1500,N,1765,"437235,857478229","4469324,10250431",
10842,AV. EURO S-N (ENRIQUE ORO - AV. POBLADOS),380803,216,1,8,0,3000,N,1765,"437309,124062198","4469368,07299405",
6829,(MICRO) AV.POBLADOS E-O(GIRO SECOYA),0,108,9,16,0,1500,N,1765,"436996,687342703","4469471,64023673",
4955,(MICRO) AV. POBLADOS E-S(GIRO A C.TOLEDO SENTIDO SUR),0,180,27,36,1,1500,N,1765,"438895,238455519","4469521,95456862",
4925,(MICRO) ALISEDA ENTRADA CRUCE  N-S,380701,144,31,38,1,1500,N,1765,"436991,238477745","4469496,14848038",
4928,(TACTICO) AV. POBLADOS O-E (GIRO A ERICA),380103,0,0,0,0,1400,N,1765,"435668,604184049","4470450,78663773",
4960,(TACTICO) ERICA N-S (CENTRO C.I.E.),0,38,12,14,0,1500,S,1765,"435691,441140019","4470458,26507997",
4924,(TACTICO)CARABANCHEL BAJO S-N(CHIRIVITA-AV. POBLADOS),380503,216,4,18,0,1500,N,1765,"436603,742519846","4469624,12260278",
6828,(TACTICO) ANTONIA RODRIGUEZ SACRISTAN O-E(GUAYABA-SECOYA),0,36,0,2,0,1500,N,1765,"436967,332752253","4469419,38181101",
3404,(TACTICO) JERONIMO IBORRA E-O(PL. SEIS DICIEMBRE-EUGENIA MONTIJO),381302,36,0,2,0,1500,N,1765,"436246,564932966","4469517,35955596",
3768,(TACTICO)JOAQUIN TURINA S-N(GUITARRA-CARABANCHEL ALTO),381307,72,0,5,0,1500,N,1765,"436189,08101333","4469470,95013382",
4958,(TACTICO) CARCASTILLO E-O,382202,80,0,5,0,1500,N,1763,"437261,876903721","4469889,19138149",
4959,(TACTICO) REAL MADRID O-E,382204,120,57,61,2,1400,N,1763,"437214,052322618","4469884,24477043",
4940,(TACTICO) TANATORIO ENTRADA CRUCE  S-N,382613,36,1,3,0,1500,N,1765,"438726,997321472","4469451,9307181",
4954,(TACTICO) AV. POBLADOS GIRO E-O(CTRA. TOLEDO-CAZALEGAS),382605,144,18,26,1,1400,N,1765,"438653,269919882","4469475,49215177",
6824,(TACTICO)LATERAL CTRA. TOLEDO S-N(M40-POBLADOS)10 mts.,0,504,48,65,2,1500,N,1765,"438912,828817564","4469438,60303387",
10403,EDUARDO BARREIROS N-S(ASOMBRO DAMASCO-EL CASERIO),393301,181,1,13,0,1500,S,1766,"440232,532800753","4467592,54880368",
10401,EDUARDO BARREIROS S-N(SANTO ISIDRA-EL CASERIO),393303,109,0,7,0,1500,S,1766,"440180,364269568","4467474,46086592",
10402,EL CASERIO E-O(PICARA MOLINERA-EDUARDO BARREIROS),393302,60,0,4,0,1500,N,1766,"440250,148168755","4467515,26248922",
4964,CNO. VIEJO VILLAVERDE S-N(PLAN PARCIAL-AV. POBLADOS),390503,0,18,5,0,1500,N,1765,"439673,191738352","4469359,58375844",
3480,AV. POBLADOS O-E(GUETARIA-RAFAELA YBARRA),390304,756,3,27,1,3000,N,1765,"439380,112349353","4469479,51132883",
4962,RAFAELA YBARRA S-N(LESACA-AV. POBLADOS),390403,216,5,19,0,1500,N,1765,"439530,960963451","4469319,60069645",
4963,(AFOROS)AV.  POBLADOS E-O(CON. VIEJO VILLAVERDE-RAFAELA YBARRA),390402,288,1,11,0,3000,N,1765,"439664,331525895","4469396,51666999",
4965,(AFOROS)AV. POBLADOS O-E(CON. VIEJO VILLAVERDE-EXPROPIACION),390604,432,1,15,0,3000,N,1765,"440076,204369586","4469237,32830736",
4967,DR. TOLOSA LATOUR N-S(MADRE ROSA BLANCO-AV. POBLADOS),390701,360,1,13,0,3000,N,1765,"440317,525908066","4469311,50417767",
4968,AV. POBLADOS E-O(ORCASUR (1)-DR. TOLOSA LATOUR),390602,216,1,8,0,3000,N,1765,"440489,20797125","4469181,34298832",
4971,AV. POBLADOS O-E(SALADO-EDUARDO BARREIROS),391104,216,1,8,0,3000,N,1765,"440748,77568507","4469156,86184545",
3420,EDUARDO BARREIROS S-N(PINSAPO-AV. ROSALES),391203,0,0,0,0,3000,N,1765,"440882,971441517","4468864,2543766",
4972,AV. POBLADOS E-O(AV. ANDALUCIA-EDUADO BARREIROS),391102,396,2,10,0,4500,N,1765,"440990,414587436","4469152,17451484",
4973,AV. POBLADOS O-E(EDUARDO BARREIROS-AV. ANDALUCIA),262104,600,2,15,0,4500,N,1706,"440927,89443213","4469146,65261835",
4974,EDUARDO BARREIROS N-S(GTA. MALAGA-AV. POBLADOS),391101,216,3,17,0,1500,N,1765,"440905,992359548","4469264,29772995",
4975,AV. ROSALES Ø1005 O-E (EDUARDO BARREIROS-AV. ANDALUCIA),261804,120,1,4,0,4500,N,1706,"440972,928002554","4468953,99742156",
4976,EDUARDO BARREIROS N-S GIRO IZADA.(AV. POBLADOS-AV. ROSALES),391204,36,0,2,0,1500,N,1765,"440892,728825366","4469092,01462234",
4977,RAFAELA YBARRA N-S(RICARDO BELTRAN Y ROZPIDE-AV. POBLADOS),390401,180,1,6,0,3000,N,1765,"439528,253855237","4469588,64731918",
4979,AV. POBLADOS O-E(EDUARDO BARREIROS-DULCE),391002,309,1,8,0,4500,N,1765,"440863,822982891","4469159,47438313",
4980,EDUARDO BARREIROS N-S FRENTE (AV. POBLADOS-AV. ROSALES),391201,72,1,3,0,3000,N,1765,"440885,728267886","4469092,26205245",
4981,EDUARDO BARREIROS S-N (AV. ROSALES-AV. POBLADOS),391103,108,1,4,0,3000,N,1765,"440895,612390766","4469035,40623024",
4982,EDUARDO BARREIROS N-S(PINSAPO- SALVADOR MARTINEZ),392101,36,0,1,0,3000,N,1765,"440872,270147821","4468847,15975908",
4983,EDUARDO BARREIROS S-N(ALERCE-CONIFERAS),390103,36,0,1,0,3000,N,1766,"440727,033824037","4468540,9420345",
4984,EDUARDO BARREIROS N-S (SALVADOR  MARTINEZ-ARENAS REY),390101,36,0,1,0,3000,N,1766,"440750,68719458","4468603,2511778",
4985,AV. POBLADOS O-E(RAFAELA YBARRA-CNO.VIEJO VILLAVERDE),390504,396,3,16,0,3000,N,1765,"439579,601415536","4469418,45871142",
4986,AV. POBLADOS E-O (PRADOLONGO- CON. VIEJO VILLAVERDE),390502,324,2,12,0,3000,N,1765,"439809,298071148","4469343,63835516",
4987,AV. POBLADOS O-E(DR. TOLOSA LATOUR-ORCASUR (1)),390804,324,1,12,0,3000,N,1765,"440341,036076215","4469181,00396984",
4989,CRISTO VICTORIA O-E(RAFAELA YBARRA-SAN BASILIO),392904,180,2,14,0,1500,N,1731,"439835,99490199","4470061,649227",
3406,CRISTO VICTORIA E-O(ISABELITA USERA-SAN BASILIO),392902,85,5,10,0,1500,S,1731,"439971,844409715","4470080,98857271",
4994,EVANGELIOS O-E(VISITACION-PORTA COELI),391504,103,6,12,0,1500,N,1745,"440427,208325886","4470516,25942543",
4995,PORTA COELI S-N(ANGELUS-EVANGELIOS),391503,27,1,3,0,1500,S,1745,"440467,396513445","4470453,16803489",
4996,EVANGELIOS E-O(SANTUARIO-PORTA COELI),391502,103,3,10,0,1500,N,1745,"440518,584984383","4470521,94721238",
4997,EVANGELIOS O-E(PORTA COELI-SANTUARIO),391604,0,0,0,0,1500,N,1745,"440528,116293834","4470520,01492322",
3630,SANTUARIO S-N(CRISTO VICTORIA-PIEDRABUENA),391603,154,6,16,0,1500,N,1745,"440615,432734437","4470471,02124895",
3631,PIEDRABUENA E-O(TOMELLOSO-SANTUARIO),391602,103,0,7,0,1500,N,1745,"440660,797018045","4470520,96321836",
3632,SANTUARIO N-S(ANTONIO PADUA-EVANGELIOS),391601,51,1,4,0,1500,N,1745,"440592,356077628","4470628,19010079",
4998,RAFAELA YBARRA N-S(M-40-VILLAVERDE),391701,916,7,35,1,3000,N,1748,"439362,967181095","4468454,71600824",
4999,RAFAELA YBARRA S-N(M-40-SIMCA),391703,0,0,0,0,1500,S,1748,"439369,701366974","4468460,87872634",
3446,GUETARIA S-N(ALZOLA-VILLABONA),0,120,0,8,0,1500,N,1754,"439248,716455123","4468937,35709623",
5000,GUETARIA N-S(OREJA-REGIL),391801,60,0,4,0,1500,N,1754,"439245,367943277","4468958,1076614",
10488,CRISTO VICTORIA Ø12 E-O(CANDIDA JESUS-VISITACIÓN),391402,103,3,10,0,1500,N,1745,"440512,164025232","4470381,1800382",
10489,CRISTO VEGA Ø4 S-N(CRISTO LEPANTO-CRISTO VICTORIA),391401,206,3,16,0,1500,N,1745,"440487,218158923","4470284,23417464",
10487,CRISTO VICTORIA Ø9 O-E(OLVIDO-CRISTO VEGA),391404,206,4,17,0,1500,N,1745,"440398,836430563","4470296,46602923",
4993,(TACTICO) SALIDA PEUGEOT,390104,11,7,5,0,1500,S,1766,"440333,447011602","4467811,18669511",
4961,(TACTICO)GUETARIA S-N(TOLOSA-AV. POBLADOS),390303,144,18,9,0,3000,N,1765,"439250,507841127","4469459,08930197",
10092,(TACTICO)EXPROPIACION N-S(GIRO A EXPROPIACIÓN),390601,108,12,18,0,1500,N,1765,"440165,552324255","4469229,82113118",
4966,(TACTICO)EXPROPIACION S-N(GRAN AVENIDA-AV.POBLADOS),390603,36,3,3,0,1500,N,1765,"440189,635114596","4469172,38497619",
4969,(TACTICO)ORCASUR (1) S-N(CAMPOTÉJAR-AV. POBLADOS),390803,0,26,6,0,1500,N,1765,"440515,324320779","4469144,02969954",
4970,(TACTICO)ORCASUR (2) S-N(MOREJA-AV. POBLADOS),390903,0,16,4,0,1500,N,1765,"440606,81163364","4469140,83737602",
4978,(TACTICO)RICARDO BELTRAN Y ROZPIEDE O-E (AVENA-RAFAELA YBARRA),391304,36,9,5,0,1500,N,1765,"439511,838311534","4469677,65392994",
3445,(TACTICO) ENTRADA M-40 A RAFAELA YBARRA,391702,1833,51,113,,1600,N,1748,"439388,358603784","4468483,41648089",
4992,(TACTICO) VILLABONA O-E(GUETARIA-RAFAELA YBARRA),392514,51,20,23,0,1500,S,1765,"439508,683386042","4468959,07297733",
3527,(TACTCO) EDUARDO BARREIROS S-N (GIRO IZDA. A CONIFERAS),392802,0,0,0,0,1500,N,1765,"440722,519600103","4468546,14726381",
4988,(TACTICO)CRISTO VICTORIA E-O(SAN BASILIO-RAFAELA YBARRA),393102,80,16,20,0,1500,N,1713,"439589,593718033","4470037,67584994",
3643,AV. CARDENAL HERRERA ORIA 275 O-E(ISLA DEL YESO-ISLA TABARCA),420304,169,0,5,0,3200,N,3101,"438563,830598827","4481214,40164968",
5870,"Av. Cardenal Herrera Oria, 255 O-E(Isla Tabarca-Pico Balaitus)",420404,254,1,8,0,3600,N,3101,"438811,130679359","4481348,16101594",
5871,"Av. Cardenal Herrera Oria, 255 E-O(Pico Balaitus-Julio Calvo)",420302,339,0,11,0,3000,N,3101,"438804,327817513","4481352,39719611",
5872,"(AFOROS) CARDENAL HERRERA ORIA, 244 O-E(PICO BALAITUS-ISLA AROSA)",420504,212,1,7,0,3100,N,3101,"439040,112199223","4481473,95936664",
5873,"(AFOROS) CARDENAL HERRERA ORIA, 244 E-O(ISLA AROSA-PICO BALAITUS)",420402,296,3,12,0,3100,N,3101,"439027,87787123","4481476,22225292",
5874,"Av. Cardenal Herrera Oria, 221 O-E(Isla de Arosa-La Masó)",420604,127,0,4,0,3100,N,3101,"439312,219900681","4481578,86165043",
5875,"Av. Cardenal Herrera Oria, 221 E-O(La Masó-Isla de Arosa)",420502,212,1,8,0,3200,N,3101,"439307,181628386","4481585,51269617",
5876,"Av. Cardenal Herrera Oria, 204 E-O(Ginzo de Limia-La Masó)",420602,254,1,8,0,3200,N,3101,"439564,614482292","4481659,46646071",
5877,"AV. CARDENAL HERRERA ORIA, 167 O-E(RONDA BARA-GINZO LIMIA)",420704,847,4,30,1,3150,N,3101,"439757,708272303","4481791,06221428",
5878,"AV. CARDENAL HERRERA ORIA, 176 E-O(GIRO A GINZO LIMIA)INTERIOR CRUCE",420701,0,0,0,0,4000,N,3101,"439890,920018123","4481906,28900276",
5879,"AV. CARDENAL HERRERA ORIA, 168 E-O(CERRO CASTAÑAR-LAGUNA GRANDE)",420712,339,0,11,0,3000,N,3101,"440038,460212296","4482025,50877862",
10027,AV. CARDENAL HERRERA ORIA 83 O-E(PEÑA DEL OSO-CTRA. DE COLMENAR),420914,61,0,2,0,3100,N,3102,"440724,432355746","4482346,01901544",
5881,AV. CARDENAL HERRERA ORIA 87 O-E(GINZO DE LIMIA-PEÑA DEL OSO),420804,854,3,27,1,3400,N,3102,"440542,449889262","4482264,48509855",
5882,"RAMON GOMEZ DE LA SERNA, 1 N-S",420301,85,0,6,0,1500,N,3101,"438628,4165445","4481349,88102932",
5883,ISLA DE AROSA 41 S-N(ISLAS CIES-AV. CARDENAL HERRERA ORIA),420503,42,2,4,0,2600,N,3101,"439234,34667134","4481471,20697355",
5884,"CALLE FERMIN CABALLERO, 76 O-E",421202,200,3,16,0,1500,N,3103,"439378,789358867","4481422,66970068",
5885,Fermín Caballero 70 E-O(Av. Betanzos- Esquivias),421212,80,1,6,0,1500,N,3103,"439613,021631743","4481518,2562598",
5886,"AVENIDA DE BETANZOS, 64 S-N",421213,2040,25,76,3,3000,N,3103,"439558,225185975","4481436,5260088",
10134,"GINZO LIMIA, 53 N-S(AV. CARDENAL HERRERA ORIA-FERMIN CABALLERO)",420721,339,2,12,0,3400,N,3101,"439938,26425516","4481840,71038735",
5888,GINZO DE LIMIA S-N,420713,296,0,6,0,5600,N,3101,"440009,327991318","4481796,24553039",
5889,"GINZO DE LIMIA, 60 S-N",421403,127,0,3,0,4500,N,3101,"440165,310151411","4481653,42672517",
